index;event-id;origin_time(UTC);t_err;lat;lon;h_err;depth;v_err;gap;ml;md;place;event_type
00526;2024_00526;2024-04-13T02:08:56.080; 0.11;46.4445;12.8692;  0.4;  5.3;  0.4;136; 0.2;----;OVARO (FRIULI);[earthquake]
00527;2024_00527;2024-04-13T03:31:17.420; 0.12;46.2712;12.5815;  0.7; 10.9;  0.7;124; 0.2;----;CLAUTANA (FRIULI);[earthquake]
00528;2024_00528;2024-04-13T05:07:14.500; 0.19;45.8193;10.9350;  0.4;  9.4;  0.4; 78; 1.5;----;M.ALTISSIMO DI NAGO (TRENTINO);[earthquake]
00529;2024_00529;2024-04-13T08:05:08.880; 0.09;46.3727;12.5875;  0.4;  8.4;  0.4;136; 0.2;----;FORNI DI SOTTO (FRIULI);[earthquake]
00530;2024_00530;2024-04-13T08:55:07.940; 0.17;46.3772;12.9438;  0.3;  9.2;  0.3; 57; 1.3;----;VILLA SANTINA (FRIULI);[earthquake]
00531;2024_00531;2024-04-13T10:49:20.200; 0.15;46.4108;12.9612;  0.4; 15.4;  0.4; 55; 0.8;----;TOLMEZZO (FRIULI);[earthquake]
00532;2024_00532;2024-04-13T11:24:38.070; 0.15;46.2637;13.1500;  0.6;  7.0;  0.6; 77; 0.5;----;GEMONA (FRIULI);[earthquake]
00533;2024_00533;2024-04-13T15:46:53.660; 0.13;45.8267;10.0127;  0.8;  3.9;  0.8;171; 2.2;----;LOVERE (LOMBARDIA);[earthquake]
00534;2024_00534;2024-04-13T18:04:40.920; 0.18;45.8217;10.9680;  0.7; 13.5;  0.7;152; 1.2;----;ALA (TRENTINO);[earthquake]
00535;2024_00535;2024-04-13T21:10:33.250; 0.27;46.5250;12.5150;  0.8; 11.0;  0.8; 89; 0.7;----;S.STEFANO DI CADORE (VENETO);[earthquake]
00536;2024_00536;2024-04-13T22:36:26.380; 0.07;46.2590;12.4958;  0.3; 10.5;  0.3;123; 0.4;----;CLAUT (FRIULI);[earthquake]
00537;2024_00537;2024-04-13T23:44:47.610; 0.09;46.3215;13.5862;  0.3;  6.5;  0.3;139; 0.1;----;KOBARID (SLOVENIA);[earthquake]
00538;2024_00538;2024-04-14T01:20:42.780; 0.14;46.3602;12.8142;  0.2;  7.7;  0.2; 84; 1.2;----;AMPEZZO (FRIULI);[earthquake]
00539;2024_00539;2024-04-14T17:05:01.720; 0.11;45.9702;14.3525;  0.4;  5.5;  0.4;108; 0.8; 1.0;PRESERJE (SLOVENIA);[earthquake]
00540;2024_00540;2024-04-15T07:20:56.800; 0.11;46.1743;14.0298;  0.5; 12.6;  0.5;185; 1.0; 1.2;PODBRDO (SLOVENIA);[earthquake]
00541;2024_00541;2024-04-15T07:28:39.920; 0.13;45.7650;11.5442;  3.2; 19.1;  3.2;322; 0.9; 1.0;CALTRANO (VENETO);[earthquake]
00542;2024_00542;2024-04-15T12:00:15.260; 0.14;45.5457;14.4162;  1.0; 12.1;  1.0;234; 1.2; 1.3;PODGRATE (SLOVENIA);[earthquake]
00543;2024_00543;2024-04-15T12:48:39.710; 0.29;46.8512;11.3347;  1.0; 12.9;  1.0;165; 1.8; 1.9;VIPITENO (ALTO ADIGE);[earthquake]
00544;2024_00544;2024-04-15T13:58:53.740; 0.11;45.5458;14.4228;  0.8; 12.4;  0.8;238; 1.5; 1.6;PODGRATE (SLOVENIA);[earthquake]
00545;2024_00545;2024-04-15T18:21:05.440; 0.08;46.4102;12.7320;  0.4;  9.6;  0.4;146; 0.5; 0.8;AMPEZZO (FRIULI);[earthquake]
00546;2024_00546;2024-04-15T20:18:56.590; 0.08;46.4102;12.7310;  0.5; 10.2;  0.5;146; 0.3; 0.6;AMPEZZO (FRIULI);[earthquake]
00547;2024_00547;2024-04-15T23:19:18.400; 0.13;45.4790;14.3537;  0.4; 14.5;  0.4;115; 1.6; 1.9;KLANA (CROAZIA);[earthquake]
00548;2024_00548;2024-04-15T23:25:46.970; 0.25;45.2495;10.9600;  1.1; 14.8;  1.1;163; 1.5; 1.9;NOGARA (VENETO);[earthquake]
00549;2024_00549;2024-04-15T23:31:35.050; 0.15;45.4805;14.3533;  0.5; 13.8;  0.5;115; 1.8; 1.9;KLANA (CROAZIA);[earthquake]
00550;2024_00550;2024-04-16T02:42:26.190; 0.05;45.4800;14.3425;  0.3; 12.9;  0.3;140; 1.5; 1.6;KLANA (CROAZIA);[earthquake]
00551;2024_00551;2024-04-16T06:35:26.930; 0.10;46.1358;13.5688;  0.2; 12.2;  0.2;105; 1.3; 1.5;S.PIETRO AL NATISONE (FRIULI);[earthquake]
00552;2024_00552;2024-04-16T13:48:47.850; 0.17;46.2760;13.0378;  0.4; 11.6;  0.4; 89; 1.4; 1.2;TRASAGHIS (FRIULI);[earthquake]
00553;2024_00553;2024-04-16T21:02:05.690; 0.15;46.4657;12.8910;  0.3;  6.5;  0.3; 95; 1.1; 1.2;OVARO (FRIULI);[earthquake]
00554;2024_00554;2024-04-17T02:29:57.420; 0.10;45.4653;14.3465;  0.7; 13.1;  0.7;203; 1.8; 1.4;KLANA (CROAZIA);[earthquake]
00555;2024_00555;2024-04-17T04:06:43.420; 0.29;45.4823;14.3067;  1.6; 12.7;  1.6;240; 1.8; 2.0;RUPA (CROAZIA);[earthquake]
00556;2024_00556;2024-04-17T05:41:39.610; 0.21;45.4738;14.3498;  0.8; 15.3;  0.8;118; 1.9;----;KLANA (CROAZIA);[earthquake]
00557;2024_00557;2024-04-17T05:42:35.820; 0.35;45.4562;14.3615;  1.7; 10.7;  1.7;205; 2.1; 2.0;KLANA (CROAZIA);[earthquake]
00558;2024_00558;2024-04-17T07:34:23.190; 0.15;45.4718;14.3483;  0.9; 12.6;  0.9;148; 1.8; 2.3;KLANA (CROAZIA);[earthquake]
00559;2024_00559;2024-04-17T08:12:41.550; 0.21;45.4640;14.3585;  0.6; 17.1;  0.6;102; 2.4; 2.8;KLANA (CROAZIA);[earthquake]
00560;2024_00560;2024-04-17T19:03:39.730; 0.23;45.4683;14.3508;  0.7; 16.0;  0.7;104; 2.4; 2.9;KLANA (CROAZIA);[earthquake]
00561;2024_00561;2024-04-18T00:37:27.810; 0.29;45.4752;14.3577;  0.7; 14.0;  0.7;100; 1.9; 2.4;KLANA (CROAZIA);[earthquake]
00562;2024_00562;2024-04-18T02:40:24.140; 0.12;46.1087;14.3505;  0.7; 11.1;  0.7; 73; 1.1; 1.4;MEDVODE (SLOVENIA);[earthquake]
00563;2024_00563;2024-04-18T06:12:03.120; 0.22;46.1882;12.1945;  0.9; 10.2;  0.9;115; 1.3; 1.6;M.PELF (VENETO);[earthquake]
00564;2024_00564;2024-04-18T08:45:22.230; 0.21;45.6627;10.2520;  2.2; 18.6;  2.2;252; 1.7; 2.1;LUMEZZANE (LOMBARDIA);[earthquake]
00565;2024_00565;2024-04-18T10:05:21.270; 0.05;46.1853;11.2008;  0.3;  7.0;  0.3; 90; 0.8; 1.5;MEZZOLOMBARDO (TRENTINO);[earthquake]
00566;2024_00566;2024-04-18T10:19:53.080; 0.11;45.8817;11.3353;-----;  7.0;-----;168; 1.0; 2.2;ROTZO (VENETO);[earthquake]
00567;2024_00567;2024-04-18T20:30:08.030; 0.29;45.5475;14.4313;  0.8; 13.9;  0.8; 95; 2.0; 2.5;PODGRATE (SLOVENIA);[earthquake]
00568;2024_00568;2024-04-18T23:04:52.380; 0.05;46.4807;13.7773;  0.3;  9.4;  0.3;169; 0.7; 1.5;KRANJSKA GORA (SLOVENIA);[earthquake]
00569;2024_00569;2024-04-19T08:14:31.200; 0.45;46.0402;13.6487;  1.6;  1.1;  1.6;119; 1.1; 1.7;PLAVE (SLOVENIA);[earthquake]
00570;2024_00570;2024-04-19T09:19:00.900; 0.18;46.3722;13.7623;  0.8; 14.0;  0.8;166; 0.7; 1.1;NALOGU (SLOVENIA);[earthquake]
00571;2024_00571;2024-04-19T09:52:19.360; 0.22;45.4715;14.3548;  0.7; 15.6;  0.7;117; 2.3; 2.7;KLANA (CROAZIA);[earthquake]
00572;2024_00572;2024-04-19T21:01:07.670; 0.19;46.3800;13.7498;  0.6;  6.4;  0.6;127; 0.9; 1.7;NALOGU (SLOVENIA);[earthquake]
00573;2024_00573;2024-04-19T21:37:01.970; 0.28;46.1133;14.2925;  1.2; 13.1;  1.2;119; 0.9; 2.0;SKOFIA-LOKA (SLOVENIA);[earthquake]
00574;2024_00574;2024-04-19T21:39:53.280; 0.22;46.1028;14.2880;  1.4;  5.7;  1.4;100; 0.9; 1.7;SKOFIA-LOKA (SLOVENIA);[earthquake]
00575;2024_00575;2024-04-20T10:17:56.650; 0.24;46.5212;13.2435;  0.9;  0.6;  0.9;134; 1.3; 1.4;PONTEBBA (FRIULI);[earthquake]
00576;2024_00576;2024-04-20T10:42:50.760; 0.34;46.5432;13.2277;  1.0;  7.2;  1.0;153; 1.1; 1.5;PONTEBBA (FRIULI);[earthquake]
00577;2024_00577;2024-04-20T17:27:30.440; 0.16;46.3772;13.7583;  0.5; 10.1;  0.5;128; 1.0; 1.8;NALOGU (SLOVENIA);[earthquake]
00578;2024_00578;2024-04-21T02:38:14.960; 0.09;46.3870;13.0792;  0.2; 12.0;  0.2; 75; 0.5; 1.2;MOGGIO UDINESE (FRIULI);[earthquake]
00579;2024_00579;2024-04-21T10:24:13.410; 0.46;45.4820;14.3487;  1.0; 10.5;  1.0;116; 2.2; 2.5;KLANA (CROAZIA);[earthquake]
00580;2024_00580;2024-04-21T12:22:01.410; 0.07;46.4065;12.8307;  0.3;  6.0;  0.3;169; 0.8; 1.2;VILLA SANTINA (FRIULI);[earthquake]
00581;2024_00581;2024-04-21T16:49:32.800; 0.43;45.3283;13.2535;  1.6; 14.7;  1.6;225; 1.9; 2.4;GOLFO DI VENEZIA;[earthquake]
00582;2024_00582;2024-04-21T17:25:13.820; 0.28;45.3630;14.4178;  0.8; 13.6;  0.8;151; 3.5;----;RIJEKA (CROAZIA);[earthquake]
00583;2024_00583;2024-04-21T18:55:02.660; 0.46;45.3818;14.4292;  2.1; 10.3;  2.1;140; 1.9; 2.2;RIJEKA (CROAZIA);[earthquake]
00584;2024_00584;2024-04-21T22:03:43.160; 0.21;45.3685;14.4220;  1.0; 12.6;  1.0;147; 1.7; 2.1;RIJEKA (CROAZIA);[earthquake]
00585;2024_00585;2024-04-21T22:17:33.660; 0.18;45.4748;14.3532;  0.6; 14.7;  0.6;117; 1.7; 2.4;KLANA (CROAZIA);[earthquake]
00586;2024_00586;2024-04-21T22:50:44.900; 0.16;46.3560;12.8035;  0.5;  8.4;  0.5;101; 0.6; 1.3;AMPEZZO (FRIULI);[earthquake]
00587;2024_00587;2024-04-22T00:26:17.720; 0.29;46.0100;14.1797;  0.7; 11.5;  0.7; 55; 1.7; 1.6;ZIRI (SLOVENIA);[earthquake]
00588;2024_00588;2024-04-22T09:18:40.490; 0.33;46.3465;14.1822;  2.5; 18.5;  2.5;209; 1.6; 2.1;BLED (SLOVENIA);[earthquake]
00589;2024_00589;2024-04-22T11:22:57.100; 0.26;46.0375;14.3497;  0.6;  9.2;  0.6; 61; 1.8; 2.1;BREZOVICA (SLOVENIA);[earthquake]
00590;2024_00590;2024-04-23T00:26:18.830; 0.24;45.8433;11.0052;  0.5; 12.5;  0.5; 92; 1.6; 2.0;ROVERETO (TRENTINO);[earthquake]
00591;2024_00591;2024-04-23T01:05:10.360; 0.20;45.3713;14.4390;  0.9; 11.7;  0.9;155; 2.0; 2.5;RIJEKA (CROAZIA);[earthquake]
00592;2024_00592;2024-04-23T12:56:46.710; 0.19;46.4173;14.3307;  0.8;  8.1;  0.8;218; 1.4; 1.7;KOSCHUTNIK (AUSTRIA);[earthquake]
00593;2024_00593;2024-04-23T13:37:23.080; 0.12;46.2190;13.6208;  0.4; 12.4;  0.4; 93; 0.7; 1.2;DRENCHIA (FRIULI);[earthquake]
00594;2024_00594;2024-04-23T18:34:36.050; 0.15;46.3898;12.9872;  0.4;  0.6;  0.4;104; 0.7; 1.1;TOLMEZZO (FRIULI);[earthquake]
00595;2024_00595;2024-04-23T19:04:25.150; 0.18;46.1460;13.7058;  1.2;  6.0;  1.2;168; 1.0; 1.1;MOST NA SOCI (SLOVENIA);[earthquake]
00596;2024_00596;2024-04-23T21:40:11.150; 0.35;45.5813;12.0318;  4.5; 10.3;  4.5;297; 1.0; 1.5;NOALE (VENETO);[earthquake]
00597;2024_00597;2024-04-24T13:19:17.550; 0.04;45.9532;14.3230;  0.8; 10.7;  0.8;177; 1.6; 1.2;VRHNIKA (SLOVENIA);[earthquake]
00598;2024_00598;2024-04-24T15:05:28.600; 0.72;44.5780;10.7758;  4.8; 16.0;  4.8;205; 2.5; 2.6;SASSUOLO (EMILIA);[earthquake]
00599;2024_00599;2024-04-24T16:53:47.650; 0.08;46.2677;13.6643;  0.3;  6.8;  0.3; 99; 0.5; 0.9;KOBARID (SLOVENIA);[earthquake]
00600;2024_00600;2024-04-24T22:34:34.720; 0.32;46.0558;12.1000;  0.8;  6.2;  0.8; 76; 0.9; 1.5;MEL (VENETO);[earthquake]
00601;2024_00601;2024-04-25T11:58:07.970; 0.08;46.6370;13.6325;  0.6;  4.7;  0.6;243; 0.6; 1.1;BLEIBERG (AUSTRIA);[earthquake]
00602;2024_00602;2024-04-25T13:03:32.910; 0.13;45.6643;13.9285;  1.0;  9.2;  1.0;113; 1.2; 1.9;S.DORLIGO D.VALLE;[earthquake]
00603;2024_00603;2024-04-26T04:46:10.150; 0.27;46.4003;13.3147;  0.7;  0.8;  0.7; 81; 0.5; 1.1;CHIUSAFORTE (FRIULI);[earthquake]
00604;2024_00604;2024-04-26T08:29:25.150; 0.12;46.0525;13.6520;  0.4;  1.8;  0.4;102; 1.2; 1.7;PLAVE (SLOVENIA);[earthquake]
00605;2024_00605;2024-04-26T16:46:01.400; 0.07;46.4907;13.6762;  0.3;  3.0;  0.3;138; 0.3; 1.3;FUSINE (FRIULI);[earthquake]
00606;2024_00606;2024-04-27T03:54:13.870; 0.13;46.3477;13.1792;  0.3; 11.4;  0.3; 72; 0.5; 1.1;MOGGIO UDINESE (FRIULI);[earthquake]
00607;2024_00607;2024-04-27T04:51:02.600; 0.15;46.3042;13.6188;  0.6;  7.6;  0.6;102; 0.4; 1.6;KOBARID (SLOVENIA);[earthquake]
00608;2024_00608;2024-04-28T06:53:37.860; 0.19;46.0647;14.2057;  0.6; 12.5;  0.6; 92; 1.0; 1.9;HORJUL (SLOVENIA);[earthquake]
00609;2024_00609;2024-05-01T11:11:54.660; 0.42;45.7367;10.8197;  1.1;  7.8;  1.1;103; 2.3; 2.9;BRENZONE (VENETO);[earthquake]
00610;2024_00610;2024-05-01T15:49:07.690; 0.72;45.8558;10.9263;  0.7; 12.4;  0.7; 66; 2.6; 2.8;RIVA (TRENTINO);[earthquake]
00611;2024_00611;2024-05-01T18:24:02.260; 0.23;44.7818;13.8695;  1.8; 29.2;  1.8;295; 2.2; 1.2;ADRIATICO;[earthquake]
00612;2024_00612;2024-05-01T22:10:40.950; 0.32;44.9975;11.4105;  2.0; 19.1;  2.0;194; 1.6; 2.3;FICAROLO (VENETO);[earthquake]
00613;2024_00613;2024-05-01T22:39:02.450; 0.24;46.3028;13.5368;  0.7;  6.8;  0.7;101; 0.9; 1.2;ZAGA (SLOVENIA);[earthquake]
00614;2024_00614;2024-05-02T08:38:52.210; 0.14;45.7848;11.0883;  0.8; 10.8;  0.8;102; 1.1; 1.1;PASUBIO (TRENTINO);[earthquake]
00615;2024_00615;2024-05-02T20:04:54.350; 0.22;46.3627;12.8258;  0.5; 11.2;  0.5; 78; 1.2; 1.4;AMPEZZO (FRIULI);[earthquake]
00616;2024_00616;2024-05-03T00:31:25.410; 0.21;46.3570;12.8223;  0.4; 10.6;  0.4; 81; 1.4; 1.8;AMPEZZO (FRIULI);[earthquake]
00617;2024_00617;2024-05-03T02:04:50.900; 0.27;46.3597;12.8027;  1.1;  6.0;  1.1;112; 0.6; 1.1;AMPEZZO (FRIULI);[earthquake]
00618;2024_00618;2024-05-03T18:34:13.130; 0.08;46.3050;13.1277;  1.7;  5.9;  1.7;175; 0.4; 1.2;GEMONA (FRIULI);[earthquake]
00619;2024_00619;2024-05-04T16:29:19.500; 0.13;45.7463;10.7948;  0.8;  7.7;  0.8;140; 1.0; 2.2;BRENZONE (VENETO);[earthquake]
00620;2024_00620;2024-05-05T00:55:22.650; 0.10;46.3570;13.7100;  0.4;  4.6;  0.4;151; 0.4; 1.2;NALOGU (SLOVENIA);[earthquake]
00621;2024_00621;2024-05-05T02:28:05.790; 0.07;45.8208;10.5158;  2.7; 48.1;  2.7;265; 0.7;----;BAGOLINO (LOMBARDIA);[earthquake]
00622;2024_00622;2024-05-05T12:05:42.340; 0.24;46.4653;14.4095;  1.0; 15.2;  1.0;201; 1.8; 2.1;KOSCHUTNIK (AUSTRIA);[earthquake]
00623;2024_00623;2024-05-06T11:41:58.720; 0.05;45.8817;11.3482;  0.4;  5.3;  0.4;217; 1.1; 2.3;ROTZO (VENETO);[earthquake]
00624;2024_00624;2024-05-07T00:07:39.820; 0.43;46.6505;13.0463;  2.5;  6.4;  2.5;183; 0.3; 0.5;PIZZO TIMAU (FRIULI);[earthquake]
00625;2024_00625;2024-05-07T03:16:54.810; 0.27;44.6722;11.8675;  2.0; 26.5;  2.0;145; 1.8; 2.4;OSTELLATO (ROMAGNA);[earthquake]
00626;2024_00626;2024-05-07T05:11:30.020; 0.20;44.5510;10.0745;  2.1; 41.3;  2.1;228; 2.4; 2.1;BERCETO (EMILIA);[earthquake]
00627;2024_00627;2024-05-08T04:32:30.440; 0.10;45.8775;14.4598;  0.7;  5.0;  0.7;152; 1.4; 1.9;KRIM (SLOVENIA);[earthquake]
00628;2024_00628;2024-05-08T08:06:46.920; 0.11;46.2448;12.4740;  0.8; 12.7;  0.8;129; 1.0; 1.6;BARCIS (FRIULI);[earthquake]
00629;2024_00629;2024-05-09T08:20:06.860; 0.10;45.5338;13.8688;  1.0;  9.6;  1.0;254; 1.5; 1.2;S.SERGIO (SLOVENIA);[earthquake]
00630;2024_00630;2024-05-09T08:50:08.040; 0.09;45.7955;14.3500;  0.6; 11.6;  0.6;111; 1.6; 1.7;CERKNICA (SLOVENIA);[earthquake]
00631;2024_00631;2024-05-09T11:59:22.590; 0.20;46.0365;13.6557;  1.1;  6.2;  1.1; 99; 1.4; 2.2;PLAVE (SLOVENIA);[earthquake]
00632;2024_00632;2024-05-09T15:04:49.190; 0.10;46.1843;13.7247;  0.4; 14.8;  0.4;114; 0.8; 1.5;TOLMIN (SLOVENIA);[earthquake]
00633;2024_00633;2024-05-09T15:17:20.360; 0.26;46.1873;13.7287;  1.1; 15.5;  1.1;143; 0.8; 1.0;TOLMIN (SLOVENIA);[earthquake]
00634;2024_00634;2024-05-09T15:55:38.050; 0.15;46.0322;13.4317;  0.9; 12.1;  0.9;219; 1.2; 1.9;PREMARIACCO (FRIULI);[earthquake]
00635;2024_00635;2024-05-09T17:01:52.430; 0.20;46.4327;12.8210;  0.4;  5.7;  0.4; 55; 1.7; 2.3;SAURIS (FRIULI);[earthquake]
00636;2024_00636;2024-05-10T12:30:34.790; 0.04;46.1542;13.4477;  0.6;  0.3;  0.6;134; 0.5; 0.9;CIVIDALE (FRIULI);[earthquake]
00637;2024_00637;2024-05-11T00:12:00.200; 0.26;46.1800;12.3797;  0.7; 11.8;  0.7; 68; 1.9; 2.3;PIEVE D'ALPAGO (VENETO);[earthquake]
00638;2024_00638;2024-05-11T00:34:14.560; 0.13;46.1837;12.3782;  0.6; 13.1;  0.6;112; 1.3; 1.9;PIEVE D'ALPAGO (VENETO);[earthquake]
00639;2024_00639;2024-05-11T12:05:40.850; 0.15;46.1765;12.3750;  0.5; 13.3;  0.5; 69; 1.8; 2.1;PIEVE D'ALPAGO (VENETO);[earthquake]
00640;2024_00640;2024-05-11T13:01:43.940; 0.14;46.1782;12.3713;  0.6; 13.0;  0.6;116; 1.5; 2.2;PIEVE D'ALPAGO (VENETO);[earthquake]
00641;2024_00641;2024-05-11T13:07:33.960; 0.13;46.1792;12.3695;  0.6; 13.0;  0.6;117; 1.4; 2.0;PIEVE D'ALPAGO (VENETO);[earthquake]
00642;2024_00642;2024-05-11T13:12:19.950; 0.07;46.1875;12.3885;  0.4; 12.3;  0.4;126; 1.4; 2.0;PIEVE D'ALPAGO (VENETO);[earthquake]
00643;2024_00643;2024-05-11T16:45:11.750; 0.17;46.2747;13.6483;  0.5;  6.1;  0.5; 99; 0.8; 1.4;KOBARID (SLOVENIA);[earthquake]
00644;2024_00644;2024-05-11T21:33:20.930; 0.12;45.7370;10.7988;  0.8;  6.7;  0.8;142; 0.9; 2.0;BRENZONE (VENETO);[earthquake]
00645;2024_00645;2024-05-11T23:12:36.490; 0.05;45.7335;10.8007;  0.5;  8.5;  0.5;143; 0.9; 1.8;BRENZONE (VENETO);[earthquake]
00646;2024_00646;2024-05-12T09:04:25.570; 0.20;46.1850;12.3807;  0.7; 11.5;  0.7; 76; 1.4; 2.1;PIEVE D'ALPAGO (VENETO);[earthquake]
00647;2024_00647;2024-05-12T09:05:13.420; 0.15;46.1805;12.3778;  0.6; 12.7;  0.6; 69; 1.6; 1.7;PIEVE D'ALPAGO (VENETO);[earthquake]
00648;2024_00648;2024-05-12T09:09:17.990; 0.14;46.1778;12.3737;  0.6; 13.0;  0.6;115; 1.4; 2.6;PIEVE D'ALPAGO (VENETO);[earthquake]
00649;2024_00649;2024-05-12T20:54:54.390; 0.10;46.3218;13.1708;  0.8;  7.6;  0.8;200; 0.5; 1.6;GEMONA (FRIULI);[earthquake]
00650;2024_00650;2024-05-12T22:41:49.940; 0.16;46.3420;12.9073;  0.3; 11.6;  0.3; 88; 1.5; 2.0;VILLA SANTINA (FRIULI);[earthquake]
00651;2024_00651;2024-05-13T10:05:03.390; 0.04;46.1823;11.2005;  0.2; 10.1;  0.2; 75; 0.7; 1.4;MEZZOLOMBARDO (TRENTINO);[earthquake]
00652;2024_00652;2024-05-13T15:16:46.330; 0.30;46.1263;11.2153;  2.9; 11.0;  2.9;105; 0.9; 1.9;BASELGA DI PINE' (TRENTINO);[earthquake]
00653;2024_00653;2024-05-13T17:31:04.740; 0.15;45.9538;10.7172;  0.5;  8.6;  0.5; 86; 1.2; 2.1;PRANZO (TRENTINO);[earthquake]
00654;2024_00654;2024-05-13T19:43:18.280; 0.18;46.0897;14.2768;  0.9;  8.1;  0.9;131; 0.5; 1.1;SKOFIA-LOKA (SLOVENIA);[earthquake]
00655;2024_00655;2024-05-13T19:57:56.870; 0.21;45.5627;12.7510;  1.1; 30.7;  1.1;155; 2.1;----;CORTELLAZZO (VENETO);[earthquake]
00656;2024_00656;2024-05-13T20:50:03.830; 0.63;45.4895;10.8433;  0.9; 21.2;  0.9; 61; 3.4; 3.3;PESCANTINA (VENETO);[earthquake]
00657;2024_00657;2024-05-14T00:27:44.610; 0.14;46.1772;12.3817;  0.7; 12.6;  0.7;130; 0.4; 0.7;PIEVE D'ALPAGO (VENETO);[earthquake]
00658;2024_00658;2024-05-14T00:30:14.210; 0.14;46.1817;12.3810;  0.8; 12.3;  0.8;134; 0.7; 0.8;PIEVE D'ALPAGO (VENETO);[earthquake]
00659;2024_00659;2024-05-14T03:14:17.310; 0.12;46.1677;14.1915;  0.7; 13.9;  0.7;177; 0.8; 1.0;ZELEZNIKI (SLOVENIA);[earthquake]
00660;2024_00660;2024-05-14T06:54:25.460; 0.12;45.9593;10.7198;  0.5;  9.0;  0.5;110; 1.2; 1.3;PRANZO (TRENTINO);[earthquake]
00661;2024_00661;2024-05-15T04:22:41.680; 0.12;46.2717;13.7253;  0.5;  3.9;  0.5;109; 0.9; 1.4;KUK (SLOVENIA);[earthquake]
00662;2024_00662;2024-05-15T04:44:40.490; 0.09;46.2978;13.6105;  0.4;  6.8;  0.4;109; 0.6; 0.8;KOBARID (SLOVENIA);[earthquake]
00663;2024_00663;2024-05-16T00:02:43.320; 0.10;46.4837;13.7267;  0.2;  6.4;  0.2;154; 1.3; 1.6;KRANJSKA GORA (SLOVENIA);[earthquake]
00664;2024_00664;2024-05-16T06:31:03.780; 0.11;46.4085;12.9757;  0.7;  1.6;  0.7;203; 0.8; 1.0;TOLMEZZO (FRIULI);[earthquake]
00665;2024_00665;2024-05-16T20:54:08.950; 0.13;46.4425;13.6010;  0.9; 15.8;  0.9;204; 1.1; 1.2;FUSINE (FRIULI);[earthquake]
00666;2024_00666;2024-05-17T09:21:47.740; 0.10;46.2725;13.7497;  0.3;  3.0;  0.3;112; 1.1; 1.4;KUK (SLOVENIA);[earthquake]
00667;2024_00667;2024-05-18T11:19:31.380; 0.11;46.0693;14.2120;  1.5; 14.5;  1.5;229; 1.1; 1.4;HORJUL (SLOVENIA);[earthquake]
00668;2024_00668;2024-05-18T12:31:21.570; 0.14;46.1598;14.3665;  0.4;  4.6;  0.4; 83; 1.3; 1.5;MEDVODE (SLOVENIA);[earthquake]
00669;2024_00669;2024-05-18T16:53:52.890; 0.10;45.7332;11.0258;  0.4;  5.4;  0.4;152; 0.8; 1.1;M.LESSINI (TRENTINO);[earthquake]
00670;2024_00670;2024-05-19T04:29:32.860; 0.09;45.7388;14.0400;  0.4; 10.3;  0.4;154; 0.7; 1.1;SENOZECE (SLOVENIA);[earthquake]
00671;2024_00671;2024-05-19T05:10:24.700; 0.14;46.3652;13.0500;  0.3; 10.7;  0.3; 40; 1.8; 2.1;TOLMEZZO (FRIULI);[earthquake]
00672;2024_00672;2024-05-19T06:08:20.660; 0.07;46.2622;13.7073;  0.4;  5.7;  0.4;172; 0.4; 0.6;KUK (SLOVENIA);[earthquake]
00673;2024_00673;2024-05-19T20:04:36.220; 0.14;46.4825;13.7178;  0.4;  7.4;  0.4;150; 0.6; 0.9;KRANJSKA GORA (SLOVENIA);[earthquake]
00674;2024_00674;2024-05-20T18:56:19.000; 0.05;46.2660;13.2630;  1.0;  8.6;  1.0;193;-0.2; 0.5;LUSEVERA (FRIULI);[earthquake]
00675;2024_00675;2024-05-21T02:51:59.170; 0.20;46.0482;14.3593;  1.0; 12.8;  1.0;111; 0.9; 1.2;BREZOVICA (SLOVENIA);[earthquake]
00676;2024_00676;2024-05-22T02:47:52.910; 0.20;46.2720;13.7482;  0.8;  1.1;  0.8;112; 0.7; 1.3;KUK (SLOVENIA);[earthquake]
00677;2024_00677;2024-05-22T05:45:39.500; 0.11;46.0367;14.3742;  0.6; 15.2;  0.6; 68; 1.0; 1.8;BREZOVICA (SLOVENIA);[earthquake]
00678;2024_00678;2024-05-22T17:27:49.630; 0.35;46.3345;10.2475;  1.8;  9.0;  1.8;128; 1.2; 2.1;VALLE GROSINA (LOMBARDIA);[earthquake]
00679;2024_00679;2024-05-22T20:32:21.910; 0.13;45.7153;10.7603;  0.6;  5.3;  0.6;121; 1.0; 1.6;BRENZONE (VENETO);[earthquake]
00680;2024_00680;2024-05-22T22:05:04.800; 0.18;46.1292;14.3472;  0.5;  6.3;  0.5; 74; 0.8; 1.1;MEDVODE (SLOVENIA);[earthquake]
00681;2024_00681;2024-05-23T00:32:07.570; 0.28;46.2485;12.6133;  0.6;  4.8;  0.6; 88; 1.3; 2.1;ANDREIS (FRIULI);[earthquake]
00682;2024_00682;2024-05-23T00:54:46.620; 0.23;46.5687;10.4528;  1.3;  8.6;  1.3;137; 1.1; 1.5;GIOGO DI S.MARIA (LOMBARDIA);[earthquake]
00683;2024_00683;2024-05-23T04:22:22.660; 0.01;46.4937;13.0077;  0.1;  5.0;  0.1;123; 0.1; 0.8;ARTA (FRIULI);[earthquake]
00684;2024_00684;2024-05-23T06:14:48.870; 0.27;46.0487;14.3293;  0.8;  8.1;  0.8; 61; 1.2; 1.7;BREZOVICA (SLOVENIA);[earthquake]
